Ementa,Assunto
"APROVA AS CONTAS DO PREFEITO MUNICPAL DE FLORIANÓPOLIS, RELATIVAS AO EXERCÍCIO DE 2023  ",Planejamento e orçamento público
DECLARA DE UTILIDADE PÚBLICA MUNICIPAL A   ASSOCIACAO PRO-VOLEI DE EDUCACAO ESPORTE CULTURA E LAZER,Título de utilidade pública
"Requer envio de expediente ao Governador do Estado de Santa Catarina, a fim de obter informações sobre a destinação da área do Complexo Penitenciário de Florianópolis.",Infraestrutura de segurança
Pedido de desarquivamento de todos os projetos de autoria do Vereador Jeferson Backer,Desarquivamento de proposição
"Requer a CELESC averiguar a iluminação na Rua Morro do Mocotó, 248 - Centro.",Iluminação pública
Requer a CELESC a readequação do poste de iluminação no meio da via pública na Rua Atahulba de Andrade n°107 (ao fim da rua) bairro Monte Cristo,Iluminação pública
"REQUER A REALIZAÇÃO DE AUDIÊNCIA PÚBLICA NO ÂMBITO DA COMISSÃO DE DEFESA DO CONSUMIDOR, DIREITOS HUMANOS E SEGURANÇA PÚBLICA",Segurança alimentar e nutricional
Moção de aplausos ao “O Bom Samaritano” pela realização de mais um Encontro dos Recuperados.  ,Moção de aplausos
"MOÇÃO DE APLAUSOS À IGREJA SARA NOSSA TERRA, EM RECONHECIMENTO AOS RELEVANTES SERVIÇOS PRESTADOS À COMUNIDADE DE FLORIANÓPOLIS",Moção de aplausos
"O Vereador que esta subscreve, na forma regimental, solicita o envio de expediente ao Chefe do Poder Executivo, sugerindo providências do órgão competente a fim de solicitar a realização de limpeza e desassoreamento no trecho do Rio Itacurubi, localizado ao lado do Centro de Saúde do Itacurubi.",Gestão e proteção de corpos hídricos e áreas associadas
"O Vereador que esta subscreve, na forma regimental, solicita o envio de expediente ao Chefe do Poder Executivo, sugerindo providências do órgão competente a fim de solicitar a Companhia de Melhoramentos da Capital (COMCAP) a realização do serviço de roçagem e limpeza do terreno localizado na Rodovia Francisco Thomas dos Santos na frente do  n°6800, no sul da ilha.",Limpeza Urbana
"A Vereadora que esta subscreve, na forma regimental, solicita o envio de expediente ao Chefe do Poder Executivo, sugerindo providências do órgão competente a fim de reparar buracos na ciclofaixa e nos sistemas de coleta de águas pluviais, popularmente conhecidos como bueiros. Tais buracos estão localizados no trecho entre a rua João Pio Duarte Silva, nº 1677, e a rua Vera Linhares de Andrade, nº 2855, no bairro Córrego Grande.",Infraestrutura cicloviária
"A vereadora que esta subscreve, na forma regimental, requer o envio de expediente ao Chefe do Poder Executivo e ao Secretário Municipal de Infraestrutura e Manutenção da Cidade, com o intuito de solicitar o reparo do buraco presente na Rua Bico do Lacre, 144, bairro Cacupé.",Manutenção da infraestrutura viária
"A vereadora que esta subscreve, na forma regimental, requer o envio de expediente ao Chefe do Poder Executivo e ao Secretário Municipal de Infraestrutura e Manutenção da Cidade, com o intuito de solicitar a manutenção urgente da escadaria localizada no Morro do Bode, na Servidão Siqueira, bairro José Mendes.",Acessibilidade
"A vereadora que esta subscreve, na forma regimental, requer o envio de expediente ao Chefe do Poder Executivo e ao Secretário Municipal de Infraestrutura e Manutenção da Cidade, com o intuito de solicitar o reparo urgente do buraco presente na Rua das Acácias, no bairro Carvoeira.",Manutenção da infraestrutura viária
"O Vereador que subscreve o presente, nos termos regimentais, solicita o envio de expediente ao Chefe do Poder Executivo, recomendando a adoção de medidas pelo órgão competente para a manutenção urgente da academia de ginástica ao ar livre localizada na Avenida Madre Benvenuta, em frente ao Posto Policial, altura do n. 1176 - bairro Santa Mônica. ",Criação e manutenção de área de lazer e atividade física
"O Vereador que subscreve o presente, nos termos regimentais, solicita o envio de expediente ao Chefe do Poder Executivo, recomendando a adoção de medidas pelo órgão competente para a revitalização na praça localizada na Avenida Atlântica, altura do n. 692 - bairro Jardim Atlântico.",Criação e manutenção de área de lazer e atividade física
CONCEDE MEDALHA ANTONIETA DE BARROS DO MUNICÍPIO DE FLORIANÓPOLIS  A SRA BRUNA COSTA DOS SANTOS.,Medalha Antonieta de Barros
CONCEDE MEDALHA PROFESSOR JOÃO DAVI FERREIRA LIMA AO SENHOR MARCOS CANETTA,Medalha Professor João David Ferreira Lima
Fica concedido o Título de Cidadão Honorário do Município de Florianópolis ao Senhor Luiz Dagoberto Brião.,Título de cidadã e cidadão honorário
"Requer a CASAN averiguar e reparar vazamento de água na Servidão Ruth Bastos de Oliveira, no Bairro Lagoa da Conceição",Rede de abastecimento de água
CONCEDE MEDALHA E DIPLOMA DE MÉRITO FRANCISCO DIAS VELHO AO SENHOR CARLOS ALBERTO TEIXEIRA. ,Medalha Francisco Dias Velho
Dispõe sobre a implementação de sinais sonoros em semáforos nas vias públicas do município de Florianópolis/SC”.  ,Acessibilidade
CONCEDE MEDALHA E DIPLOMA DE MÉRITO VIRGÍLIO VÁRZEA AO SR ÉDIO FERNANDES.,Medalha Virgílio Várzea
"Realização de Reunião Ampliada na Comissão de Defesa do Consumidor, Direitos Humanos e Segurança Pública, com a finalidade de debater e analisar novas soluções tecnológicas para a segurança pública no município de Florianópolis.  ",Infraestrutura de segurança
"Reunião ampliada na Comissão de Defesa do Consumidor, Direitos Humanos e Segurança Pública para discutir a situação do Mercado Público de Florianópolis.","Compras, contratos e patrimônio público"
Requerimento de Informações sobre Contratos de Planos de Saúde para Servidores Municipais.,Gestão de pessoas e carreira no serviço público
REQUER INFORMAÇÕES ACERCA DOS PASSES DE GRATUIDADE PARA PESSOAS HIV+ NO MUNICÍPIO DE FLORIANÓPOLIS,Promoção da equidade e combate à discriminação
Requer informações à Secretaria Municipal de Infraestrutura e Manutenção da Cidade sobre os tipos de vias no município,Gestão e Regulação da Mobilidade Urbana
realização de uma Reunião Ampliada no âmbito da Comissão de Saúde para discutir a proliferação das capivaras. ,Prevenção e combate de doenças
"Este vereador que subscreve, com fulcro no Regimento Interno desta Casa, requer que seja discutido e votado pelo colendo plenário, o Requerimento que ora apresentamos:  realização de Sessão Comemorativa à Abertura da Semana das Religiões de Matrizes Africanas",Sessão Comemorativa
"Solicita reparos em buraco no cruzamento entra a Rua José Donatílio da Luz e Rua Luís D'Acampora, localizadas no Bairro Jardim Atlântico.",Manutenção da infraestrutura viária
"Solicita reparos no EBM Antônio Paschoal Apóstolo, no bairro Rio Vermelho.",Manutenção da estrutura escolar
"Venho, por meio deste, solicitar o plantio de uma árvore em um buraco localizado na calçada da Rua Mauro de Carvalho n°39, que atualmente representa um risco para pedestres e compromete a estética do local.",Manutenção da infraestrutura viária
"Trata-se de MOÇÃO DE APLAUSOS e reconhecimento as Guardas-Vidas Civis (GVC) Paola de Almeida Prado Dias Gama e Clara Quemel Ribeiro, por serem responsáveis pelo primeiro resgate realizado por mulheres no Estado de Santa Catarina, com uso de moto aquática, salvando a vida de quatro banhistas.  ",Moção de aplausos
CONCEDE TÍTULO DE CIDADÃO HONORÁRIO DO MUNICÍPIO DE FLORIANÓPOLIS AO SR PEDRO JOEL HORSTMANN.,Título de cidadã e cidadão honorário
CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO MUNICÍPIO DE FLORIANÓPOLIS AO SENHOR PEDRO DE QUEIROZ CORDOVA SANTOS,Título de cidadã e cidadão honorário
Concede Título de Cidadã Honorária do Município de Florianópolis à Geni Núñez,Título de cidadã e cidadão honorário
Requerimento de informações acerca do contrato e respectivos aditivos firmados entre a CASAN (Companhia Catarinense de Águas e Saneamento) e a Prefeitura Municipal de Florianópolis.  ,Acesso a documentos
"Requer ao Poder Executivo Municipal, informações referentes a divulgação dos shows nas Arenas do Carnaval de Rua 2025.",Evento Cultural
"DISPÕE sobre a implantação de espaços neurossensoriais para neurodivergentes: Transtorno do Espectro Autista (TEA), Transtorno do Déficit de Atenção com Hiperatividade (TDAH), Transtorno do Processamento Sensorial (TPS) e outros transtornos comportamentais, em estabelecimentos públicos de saúde, educação e assistência social no município de Florianópolis e dá outras providências.",Pessoas com deficiência e neurodivergentes
"ADEQUA ÀS NORMAS PREVIDENCIÁRIAS NO ÂMBITO  DO  MUNICÍPIO  DE   FLORIANÓPOLIS ÀS REGRAS ESTABELECIDAS PELA EMENDA CONSTITUCIONAL N. 103, DE 2019, ALTERANDO AS LEIS COMPLEMENTARES N. 349, DE 2009, N. 717, DE 2021, N. 468, DE 2013, N. 770, DE 2024, E A LEI COMPLEMENTAR CMF N. 063, DE 2003.",Gestão de pessoas e carreira no serviço público
ALTERA O ART. 31 DA LEI ORGÂNICA DO MUNICÍPIO DE FLORIANÓPOLIS (Acerca do regime proprio de previdencia),Gestão de pessoas e carreira no serviço público
"DECLARA OS MUNICÍPIOS DE VELAS/LOCALIZADO NA ILHA DE SÃO JORGE/REGIÃO AUTÔNOMA DOS AÇORES/ PORTUGAL E FLORIANÓPOLIS/SC/BRASIL COMO ""CIDADES-IRMÃS"" E AUTORIZA A CELEBRAÇÃO DE ACORDOS DE COOPERAÇÃO PARA CONSECUÇÃO DE OBJETIVOS COMUNS.",Relações institucionais e cooperação
"Requer informações à Secretaria Municipal de Infraestrutura e Manutenção da Cidade sobre a reforma do Trapiche da Praia da Saudade, no Bairro Coqueiros",Criação e manutenção de área de lazer e atividade física
RATIFICA   O   PROTOCOLO   DE   INTENÇÕES   E AUTORIZA O INGRESSO DO MUNICÍPIO DE FLORIANÓPOLIS NO    CONSÓRCIO    INTERFEDERATIVO    SANTA CATARINA    -    CINCATARINA    E    DÁ    OUTRAS PROVIDÊNCIAS.,Relações institucionais e cooperação
Requerimento de informações acerca do contrato e respectivos aditivos firmados entre a COMCAP e RACLI e a Prefeitura Municipal de Florianópolis.,Acesso a documentos
Requerimento de informações acerca dos contratos e respectivos aditivos firmados entre as empresas drenagem e a Prefeitura Municipal de Florianópolis.,Acesso a documentos
REQUERER O ARQUIVAMENTO DO PLC 1.705/2018,Arquivamento de proposição
Solicita informações sobre estudo para a implementação de acesso à Rua Procurador Aberlado Gomes.,Gestão e Regulação da Mobilidade Urbana
"Requer envio de expediente  Secretaria de Estado da Infraestrutura e Mobilidade para manutenção na Rodovia Francisco Thomaz dos Santos, bairro Armação do Pântano do Sul.",Manutenção da infraestrutura viária
"Requer Audiência Pública para debater a proposta de Reforma da Previdência prevista no PLC n° 01976/2025 e a Proposta de Emenda à Lei Orgânica n° 00110/2025,  ambos de autoria do poder executivo.",Gestão de pessoas e carreira no serviço público
Requer a CELESC averiguar a iluminação na Servidão Siqueira 317 - José Mendes.,Iluminação pública
EMENDA SUPRESSIVA N. 01 AO PLC 1.967/2024.,Emenda
EMENDA MODIFICATIVA N. 01 AO PLC 1.967/2024,Emenda
EMENDA MODIFICATIVA N. 02 AO PLC 1.967/2024,Emenda
"Venho, por meio deste, solicitar em caráter de urgência a poda de uma árvore localizada na Rua Mauro de Carvalho 39, que já se encontra em contato com a fiação elétrica, representando riscos à segurança pública.",Limpeza Urbana
Solicita a compra e instalação de ar-condicionados no Centro de Saúde da Barra da Lagoa,Equipamentos públicos de saúde
"Solicitar providências urgentes para o reparo de um buraco localizado na Rua dos Navegantes no bairro Balneário do Estreito n°515, que comprometeu a estrutura de um bueiro no local.",Manutenção da infraestrutura viária
"Solicitar providências urgentes para a revitalização da trilha da Prainha, localizada na Barra da Lagoa.",Limpeza Urbana
"Solicita adequação de rampas de acessibilidade na extensão da Avenida Cláudio Alvim Barbosa, na Beira Mar Continental",Acessibilidade
"Solicita a instalação de rampa, bem como a manutenção de rampa de acessibilidade já existente, na Rua Heitor Blum, no Bairro Estreito",Acessibilidade
"Solicitando a roçada e a limpeza na Rua José Lins do Rego, no bairro do Bom Abrigo, em frente ao número 380.",Limpeza Urbana
"Indica a manutenção de hidrojato presente na extensão da Rua Laurindo José de Souza, localizada no Bairro Barra da Lagoa.",Limpeza Urbana
"Solicita limpeza e manutenção em ponto de ônibus na Rodovia Jornalista Manoel de Menezes, no Bairro Barra da Lagoa",Manutenção de pontos de ônibus
"Indica melhorias da iluminação pública na localização de ponto de ônibus na Rodovia Jornalista Manoel de Menezes, no Bairro Barra da Lagoa",Iluminação pública
Inclusão da emissão de laudo de autismo (CID-11) na rede pública de saúde de Florianópolis,Gestão e Regulação da Saúde Pública
"Solicitando melhorias na estrutura do ponto de ônibus localizado na Rua José Lins do Rego, no bairro Bom Abrigo, em frente ao número 380.",Manutenção de pontos de ônibus
"Solicita a instalação de calçada em trecho entre a ponte e o ponto de ônibus localizados na Rodovia Jornalista Manoel de Menezes, no Bairro Barra da Lagoa",Manutenção da infraestrutura viária
"Venho, por meio deste, solicitar a revitalização da praça localizada na Rua José Anchieta n°275,no bairro balneário do estreito com o objetivo de proporcionar aos moradores melhores condições de uso e convivência.",Criação e manutenção de área de lazer e atividade física
